Adm_No,Name,Class,Gender,Subject,Marks,Percentage
13529,Student_13529,II,Female,Maths,78.8,83.9
13773,Student_13773,I,Other,Maths,100.0,81.8
1634,Student_1634,III,Other,Maths,97.8,79.0
8703,Student_8703,III,Male,Maths,91.9,77.1
385,Student_385,I,Female,Maths,91.7,83.0
405,Student_405,II,Other,Maths,74.9,76.2
7191,Student_7191,II,Other,Maths,99.7,100.0
4179,Student_4179,I,Other,Maths,92.6,96.8
7246,Student_7246,III,Other,Maths,80.7,75.7
717,Student_717,III,Other,Maths,67.2,82.2
9767,Student_9767,II,Other,Maths,84.4,87.5
14490,Student_14490,III,Other,Maths,100.0,79.4
4364,Student_4364,I,Male,Maths,71.9,79.0
1078,Student_1078,III,Male,Maths,85.4,87.4
8428,Student_8428,I,Female,Maths,80.9,90.1
8581,Student_8581,II,Female,Maths,78.0,100.0
7902,Student_7902,I,Other,Maths,89.8,87.2
6997,Student_6997,I,Male,Maths,98.9,99.2
4674,Student_4674,III,Male,Maths,69.9,77.8
10315,Student_10315,I,Male,Maths,79.4,93.9
6882,Student_6882,II,Female,Maths,100.0,98.2
6242,Student_6242,II,Female,Maths,69.2,86.0
9551,Student_9551,II,Female,Maths,77.1,80.3
7003,Student_7003,III,Female,Maths,70.0,81.5
1332,Student_1332,I,Other,Maths,93.0,84.6
12537,Student_12537,II,Other,Maths,73.2,85.7
4262,Student_4262,III,Other,Maths,82.9,81.9
7649,Student_7649,I,Female,Maths,85.6,81.2
9551,Student_9551,II,Female,Maths,77.1,80.3
5116,Student_5116,III,Female,Maths,94.4,100.0
7731,Student_7731,I,Other,Maths,79.7,82.7
5450,Student_5450,III,Other,Maths,100.0,85.9
5972,Student_5972,III,Female,Maths,72.4,80.8
4165,Student_4165,II,Other,Maths,100.0,95.6
14389,Student_14389,II,Other,Maths,88.5,88.8
5570,Student_5570,III,Male,Maths,86.4,83.0
6270,Student_6270,II,Female,Maths,82.2,100.0
9092,Student_9092,II,Other,Maths,64.9,78.6
12648,Student_12648,III,Other,Maths,75.9,76.9
11140,Student_11140,I,Female,Maths,90.5,78.0
4189,Student_4189,II,Other,Maths,77.3,80.3
10162,Student_10162,I,Male,Maths,98.5,96.3
12349,Student_12349,II,Male,Maths,66.7,79.2
6778,Student_6778,III,Female,Maths,94.1,78.3
11315,Student_11315,I,Female,Maths,71.1,76.4
7957,Student_7957,III,Other,Maths,82.7,80.7
5586,Student_5586,II,Other,Maths,81.7,86.0
12892,Student_12892,III,Other,Maths,100.0,90.3
4778,Student_4778,I,Male,Maths,71.8,82.0
6982,Student_6982,II,Female,Maths,85.3,79.7
14981,Student_14981,III,Female,Maths,79.2,84.2
524,Student_524,II,Other,Maths,85.5,91.1
2594,Student_2594,II,Female,Maths,89.2,87.9
10161,Student_10161,III,Other,Maths,67.5,83.6
6938,Student_6938,II,Female,Maths,92.3,91.3
5241,Student_5241,II,Male,Maths,82.4,90.4
12395,Student_12395,I,Female,Maths,78.9,76.9
2879,Student_2879,II,Male,Maths,86.6,94.7
4144,Student_4144,III,Female,Maths,78.7,75.2
13569,Student_13569,I,Other,Maths,99.1,92.2
5812,Student_5812,III,Male,Maths,79.9,78.2
10959,Student_10959,I,Male,Maths,70.0,75.9
13014,Student_13014,II,Other,Maths,100.0,97.3
2126,Student_2126,I,Other,Maths,94.3,100.0
365,Student_365,III,Female,Maths,74.6,79.7
6810,Student_6810,I,Male,Maths,100.0,86.8
13624,Student_13624,III,Male,Maths,85.4,88.9
5123,Student_5123,III,Male,Maths,86.5,83.8
919,Student_919,II,Male,Maths,100.0,93.8
5871,Student_5871,II,Female,Maths,100.0,98.2
8153,Student_8153,III,Other,Maths,72.1,81.9
5751,Student_5751,I,Other,Maths,61.1,79.8
1063,Student_1063,II,Other,Maths,88.4,81.4
1977,Student_1977,III,Male,Maths,85.9,84.8
13543,Student_13543,II,Other,Maths,100.0,100.0
4633,Student_4633,III,Male,Maths,80.2,86.7
3597,Student_3597,II,Male,Maths,99.6,77.3
9796,Student_9796,II,Female,Maths,96.1,89.7
7562,Student_7562,III,Male,Maths,50.2,79.9
10349,Student_10349,III,Other,Maths,70.3,81.9
6372,Student_6372,III,Female,Maths,81.4,92.8
14370,Student_14370,III,Female,Maths,73.2,76.3
12911,Student_12911,I,Female,Maths,85.0,100.0
12200,Student_12200,III,Female,Maths,100.0,86.8
6739,Student_6739,II,Other,Maths,90.7,79.7
2473,Student_2473,III,Other,Maths,91.5,97.0
10853,Student_10853,I,Other,Maths,80.3,76.1
2740,Student_2740,III,Female,Maths,77.0,82.9
877,Student_877,III,Male,Maths,97.2,81.6
3813,Student_3813,II,Other,Maths,94.5,80.8
9505,Student_9505,I,Other,Maths,85.3,89.3
1606,Student_1606,III,Male,Maths,97.4,86.7
5623,Student_5623,I,Female,Maths,92.4,100.0
6768,Student_6768,II,Other,Maths,100.0,98.3
3518,Student_3518,III,Female,Maths,76.1,78.1
10590,Student_10590,I,Male,Maths,91.9,79.0
8435,Student_8435,I,Female,Maths,76.2,96.9
9112,Student_9112,III,Female,Maths,96.9,88.0
5343,Student_5343,I,Other,Maths,87.9,84.4
5967,Student_5967,II,Other,Maths,100.0,85.8
14310,Student_14310,II,Male,Maths,74.1,79.2
13235,Student_13235,III,Female,Maths,82.3,86.7
14910,Student_14910,I,Other,Maths,85.9,95.8
4290,Student_4290,III,Other,Maths,76.7,85.3
13704,Student_13704,III,Other,Maths,79.7,75.9
6317,Student_6317,II,Other,Maths,71.2,85.0
6470,Student_6470,I,Male,Maths,71.8,81.1
9334,Student_9334,III,Female,Maths,87.4,84.5
225,Student_225,III,Male,Maths,85.5,77.4
12847,Student_12847,I,Other,Maths,100.0,90.5
1829,Student_1829,I,Male,Maths,100.0,100.0
1918,Student_1918,II,Female,Maths,81.5,83.6
6989,Student_6989,I,Female,Maths,76.9,77.7
14595,Student_14595,III,Female,Maths,93.9,77.1
9094,Student_9094,II,Female,Maths,84.4,88.1
10232,Student_10232,I,Other,Maths,100.0,94.0
261,Student_261,III,Female,Maths,80.5,75.8
9866,Student_9866,II,Male,Maths,87.5,83.4
2061,Student_2061,II,Female,Maths,92.5,85.0
5288,Student_5288,III,Male,Maths,89.3,93.6
13925,Student_13925,II,Other,Maths,93.3,91.1
11151,Student_11151,I,Other,Maths,86.4,87.8
14654,Student_14654,III,Other,Maths,78.5,77.0
12220,Student_12220,I,Male,Maths,97.0,97.9
10162,Student_10162,III,Male,Maths,98.5,96.3
12622,Student_12622,I,Male,Maths,100.0,100.0
5952,Student_5952,II,Male,Maths,70.7,80.8
8008,Student_8008,I,Female,Maths,92.2,92.7
9507,Student_9507,II,Other,Maths,85.1,89.5
14341,Student_14341,I,Male,Maths,75.4,79.5
2899,Student_2899,II,Female,Maths,67.8,77.9
7547,Student_7547,III,Male,Maths,70.9,87.1
78,Student_78,I,Male,Maths,71.2,80.7
7578,Student_7578,II,Female,Maths,100.0,77.5
9511,Student_9511,III,Female,Maths,95.1,92.8
11955,Student_11955,I,Female,Maths,83.4,76.7
5985,Student_5985,I,Male,Maths,91.8,85.5
5143,Student_5143,II,Female,Maths,91.9,93.6
2191,Student_2191,I,Male,Maths,83.0,94.0
2193,Student_2193,I,Other,Maths,95.6,89.3
1249,Student_1249,II,Other,Maths,79.9,78.0
11247,Student_11247,III,Other,Maths,86.1,79.7
1998,Student_1998,III,Female,Maths,92.5,98.1
3688,Student_3688,II,Male,Maths,73.0,76.6
4019,Student_4019,I,Male,Maths,64.2,75.3
11303,Student_11303,II,Female,Maths,81.3,77.2
1971,Student_1971,III,Other,Maths,92.2,81.4
10819,Student_10819,III,Female,Maths,79.8,75.7
14727,Student_14727,I,Other,Maths,83.8,78.6
1203,Student_1203,II,Other,Maths,87.1,100.0
5409,Student_5409,III,Female,Maths,68.8,77.2
10228,Student_10228,I,Other,Maths,100.0,98.8
923,Student_923,I,Male,Maths,92.6,86.6
2205,Student_2205,III,Male,Maths,68.6,81.4
10790,Student_10790,I,Female,Maths,85.6,77.3
951,Student_951,I,Other,Maths,98.7,86.1
5374,Student_5374,III,Female,Maths,78.9,80.7
2646,Student_2646,II,Female,Maths,100.0,95.5
10050,Student_10050,III,Female,Maths,94.1,82.5
13947,Student_13947,II,Female,Maths,100.0,95.5
6372,Student_6372,I,Female,Maths,81.4,92.8
14189,Student_14189,II,Male,Maths,78.2,79.8
3229,Student_3229,III,Male,Maths,89.5,89.4
11421,Student_11421,II,Male,Maths,93.1,87.1
2892,Student_2892,II,Other,Maths,59.4,86.6
3757,Student_3757,III,Male,Maths,98.8,98.4
95,Student_95,II,Male,Maths,80.2,76.8
6899,Student_6899,I,Male,Maths,83.7,97.2
10148,Student_10148,II,Male,Maths,95.7,83.2
10027,Student_10027,I,Male,Maths,100.0,92.9
12299,Student_12299,I,Other,Maths,100.0,85.2
10790,Student_10790,II,Female,Maths,85.6,77.3
11398,Student_11398,III,Male,Maths,64.9,83.1
6167,Student_6167,II,Other,Maths,76.7,93.3
815,Student_815,III,Other,Maths,90.0,91.8
8555,Student_8555,III,Other,Maths,96.6,100.0
11198,Student_11198,II,Other,Maths,97.6,87.4
985,Student_985,I,Male,Maths,79.6,76.6
10923,Student_10923,II,Other,Maths,100.0,92.8
5960,Student_5960,III,Other,Maths,100.0,86.8
11249,Student_11249,III,Other,Maths,83.4,85.4
8796,Student_8796,I,Male,Maths,95.6,78.5
5110,Student_5110,I,Other,Maths,93.7,84.5
4147,Student_4147,II,Male,Maths,86.5,90.0
3798,Student_3798,I,Other,Maths,88.1,87.2
3418,Student_3418,I,Male,Maths,51.4,75.0
14756,Student_14756,III,Female,Maths,100.0,92.2
9398,Student_9398,I,Female,Maths,100.0,87.5
2873,Student_2873,III,Other,Maths,100.0,100.0
4022,Student_4022,III,Female,Maths,86.6,88.4
5032,Student_5032,III,Male,Maths,80.7,90.0
2709,Student_2709,II,Female,Maths,98.2,88.1
7971,Student_7971,II,Other,Maths,85.6,95.4
10315,Student_10315,I,Male,Maths,79.4,93.9
8667,Student_8667,III,Male,Maths,82.6,83.2
3601,Student_3601,III,Male,Maths,93.3,90.6
4972,Student_4972,I,Other,Maths,82.2,77.6
12313,Student_12313,III,Female,Maths,81.6,87.1
1991,Student_1991,I,Female,Maths,90.0,76.9
5300,Student_5300,II,Other,Maths,85.4,77.0
13291,Student_13291,I,Other,Maths,72.5,75.8
5589,Student_5589,II,Other,Maths,91.7,95.2
4945,Student_4945,II,Other,Maths,100.0,92.3
3702,Student_3702,I,Other,Maths,100.0,90.9
14812,Student_14812,III,Female,Maths,80.4,80.0
5183,Student_5183,I,Other,Maths,78.8,76.7
9917,Student_9917,II,Male,Maths,100.0,95.4
1760,Student_1760,I,Female,Maths,95.4,87.2
11405,Student_11405,II,Female,Maths,86.9,86.1
9182,Student_9182,III,Female,Maths,87.4,95.7
2483,Student_2483,II,Other,Maths,89.5,81.3
952,Student_952,I,Other,Maths,86.4,85.1
11582,Student_11582,III,Other,Maths,100.0,100.0
2080,Student_2080,I,Male,Maths,91.9,95.1
2718,Student_2718,II,Male,Maths,87.1,92.8
10525,Student_10525,III,Other,Maths,90.5,93.0
11569,Student_11569,I,Male,Maths,94.6,86.1
7312,Student_7312,II,Male,Maths,81.7,83.2
14926,Student_14926,I,Male,Maths,84.1,100.0
11486,Student_11486,III,Other,Maths,68.5,83.7
5798,Student_5798,I,Other,Maths,95.4,87.3
9139,Student_9139,II,Other,Maths,75.9,82.8
4927,Student_4927,III,Male,Maths,92.6,79.0
13088,Student_13088,II,Other,Maths,95.0,87.3
55,Student_55,I,Other,Maths,91.9,92.5
10999,Student_10999,III,Other,Maths,78.5,89.9
10683,Student_10683,I,Male,Maths,71.3,84.8
3311,Student_3311,II,Male,Maths,66.1,75.7
3301,Student_3301,III,Male,Maths,94.1,92.8
3055,Student_3055,II,Male,Maths,88.9,78.8
7971,Student_7971,I,Other,Maths,85.6,95.4
11384,Student_11384,II,Other,Maths,77.1,81.0
2539,Student_2539,III,Female,Maths,86.6,89.5
4548,Student_4548,II,Female,Maths,81.3,90.1
12470,Student_12470,II,Other,Maths,87.9,98.1
5006,Student_5006,I,Male,Maths,100.0,84.7
6853,Student_6853,I,Female,Maths,83.8,75.8
12995,Student_12995,III,Other,Maths,96.0,97.4
4567,Student_4567,I,Other,Maths,55.6,83.5
11383,Student_11383,II,Male,Maths,99.0,100.0
1556,Student_1556,I,Other,Maths,90.6,93.0
14597,Student_14597,II,Male,Maths,77.6,87.3
13222,Student_13222,I,Other,Maths,94.1,85.6
1388,Student_1388,II,Other,Maths,90.4,92.2
10954,Student_10954,II,Other,Maths,75.6,82.5
8174,Student_8174,II,Other,Maths,92.5,86.7
2769,Student_2769,II,Male,Maths,100.0,100.0
12146,Student_12146,III,Other,Maths,100.0,98.2
2574,Student_2574,III,Female,Maths,85.8,99.1
2600,Student_2600,II,Female,Maths,86.8,89.4
8429,Student_8429,I,Other,Maths,95.8,96.6
1305,Student_1305,II,Other,Maths,84.1,98.6
6810,Student_6810,III,Male,Maths,100.0,86.8
10269,Student_10269,II,Male,Maths,73.6,75.7
8997,Student_8997,III,Female,Maths,79.2,87.6
6982,Student_6982,II,Female,Maths,85.3,79.7
12117,Student_12117,I,Female,Maths,86.9,82.1
10282,Student_10282,II,Female,Maths,71.3,76.0
8233,Student_8233,I,Other,Maths,100.0,98.1
5797,Student_5797,I,Female,Maths,76.1,78.8
12876,Student_12876,I,Male,Maths,93.6,100.0
7993,Student_7993,I,Other,Maths,96.0,88.1
646,Student_646,II,Male,Maths,95.3,84.1
13019,Student_13019,III,Female,Maths,100.0,78.7
14604,Student_14604,III,Other,Maths,89.6,81.7
8647,Student_8647,III,Female,Maths,63.8,76.2
2970,Student_2970,I,Female,Maths,99.5,82.5
3029,Student_3029,II,Male,Maths,92.8,82.6
12990,Student_12990,I,Female,Maths,77.8,80.9
2682,Student_2682,II,Male,Maths,84.5,90.1
1387,Student_1387,II,Female,Maths,83.8,75.8
11969,Student_11969,III,Other,Maths,66.7,84.0
11556,Student_11556,III,Other,Maths,77.8,95.5
3851,Student_3851,II,Other,Maths,90.2,87.1
2712,Student_2712,III,Male,Maths,88.4,91.6
12694,Student_12694,II,Other,Maths,78.5,78.4
7480,Student_7480,I,Male,Maths,85.8,78.0
5409,Student_5409,II,Female,Maths,68.8,77.2
8943,Student_8943,II,Other,Maths,86.2,76.6
7102,Student_7102,II,Male,Maths,78.2,91.6
6123,Student_6123,II,Other,Maths,66.8,76.8
154,Student_154,II,Other,Maths,100.0,87.5
2344,Student_2344,III,Female,Maths,81.9,77.6
5137,Student_5137,I,Male,Maths,69.4,85.9
1241,Student_1241,III,Female,Maths,91.1,80.7
9131,Student_9131,II,Male,Maths,57.3,79.5
12313,Student_12313,II,Female,Maths,81.6,87.1
7971,Student_7971,I,Other,Maths,85.6,95.4
4204,Student_4204,II,Male,Maths,88.1,84.9
9651,Student_9651,I,Other,Maths,70.2,85.4
3550,Student_3550,II,Female,Maths,93.4,100.0
2323,Student_2323,III,Female,Maths,100.0,85.4
4091,Student_4091,III,Male,Maths,62.9,79.9
3005,Student_3005,II,Male,Maths,100.0,100.0
5137,Student_5137,III,Male,Maths,69.4,85.9
330,Student_330,I,Male,Maths,95.9,96.0
1342,Student_1342,I,Other,Maths,70.8,75.5
339,Student_339,I,Female,Maths,97.2,81.9
2709,Student_2709,I,Female,Maths,98.2,88.1
6610,Student_6610,III,Female,Maths,96.6,89.6
11919,Student_11919,III,Male,Maths,93.8,85.1
3994,Student_3994,II,Male,Maths,84.3,87.0
11552,Student_11552,I,Other,Maths,94.5,88.0
13328,Student_13328,III,Other,Maths,66.0,85.5
4807,Student_4807,I,Other,Maths,83.2,93.0
7125,Student_7125,II,Male,Maths,67.6,80.7
12046,Student_12046,III,Female,Maths,66.6,75.2
4431,Student_4431,I,Female,Maths,65.5,76.7
8821,Student_8821,II,Male,Maths,92.8,87.0
4233,Student_4233,I,Male,Maths,90.7,80.4
8008,Student_8008,III,Female,Maths,92.2,92.7
1501,Student_1501,I,Female,Maths,85.0,75.8
3295,Student_3295,III,Male,Maths,96.3,88.6
2420,Student_2420,II,Female,Maths,93.7,89.0
5393,Student_5393,III,Female,Maths,71.7,88.1
7694,Student_7694,I,Other,Maths,100.0,100.0
3224,Student_3224,III,Female,Maths,99.4,91.6
14524,Student_14524,III,Female,Maths,86.2,82.1
13410,Student_13410,II,Other,Maths,77.7,89.9
13483,Student_13483,I,Male,Maths,98.1,85.6
12652,Student_12652,II,Other,Maths,94.8,94.3
7695,Student_7695,I,Male,Maths,59.6,82.9
12304,Student_12304,III,Male,Maths,85.7,81.4
13738,Student_13738,II,Other,Maths,87.6,75.4
9324,Student_9324,III,Female,Maths,100.0,99.7
3242,Student_3242,I,Female,Maths,89.7,76.8
546,Student_546,II,Male,Maths,92.5,88.2
4347,Student_4347,I,Female,Maths,67.4,77.7
9997,Student_9997,III,Other,Maths,100.0,98.0
11405,Student_11405,I,Female,Maths,86.9,86.1
14203,Student_14203,II,Other,Maths,82.4,81.1
12765,Student_12765,II,Female,Maths,100.0,97.4
12606,Student_12606,III,Male,Maths,83.1,95.9
13036,Student_13036,II,Male,Maths,88.2,78.9
272,Student_272,I,Male,Maths,96.9,100.0
10617,Student_10617,II,Female,Maths,95.0,91.4
2051,Student_2051,III,Male,Maths,84.5,82.0
1166,Student_1166,II,Male,Maths,90.5,87.0
6468,Student_6468,II,Other,Maths,63.6,79.7
146,Student_146,III,Male,Maths,90.9,90.2
4389,Student_4389,II,Other,Maths,59.6,85.2
8174,Student_8174,III,Other,Maths,92.5,86.7
14287,Student_14287,I,Female,Maths,100.0,96.6
4495,Student_4495,III,Other,Maths,89.3,83.0
10427,Student_10427,I,Female,Maths,100.0,99.0
1829,Student_1829,III,Male,Maths,100.0,100.0
9131,Student_9131,III,Male,Maths,57.3,79.5
4806,Student_4806,I,Other,Maths,97.2,90.3
13614,Student_13614,II,Male,Maths,87.3,88.8
11608,Student_11608,III,Other,Maths,100.0,93.0
13374,Student_13374,II,Male,Maths,59.4,75.4
1869,Student_1869,III,Other,Maths,76.9,82.4
14900,Student_14900,III,Female,Maths,68.2,83.4
13060,Student_13060,I,Other,Maths,67.9,76.0
5430,Student_5430,II,Other,Maths,100.0,100.0
3565,Student_3565,I,Female,Maths,64.6,80.6
1390,Student_1390,II,Other,Maths,78.9,77.1
10993,Student_10993,III,Other,Maths,77.3,88.4
14200,Student_14200,III,Other,Maths,87.2,85.2
2737,Student_2737,III,Female,Maths,83.8,90.2
11363,Student_11363,II,Male,Maths,90.8,87.3
13332,Student_13332,III,Female,Maths,79.0,80.2
2467,Student_2467,III,Other,Maths,89.5,79.5
10930,Student_10930,I,Female,Maths,92.1,96.5
10302,Student_10302,III,Male,Maths,88.5,90.5
12448,Student_12448,I,Other,Maths,78.0,81.8
7288,Student_7288,II,Male,Maths,57.9,76.6
10223,Student_10223,I,Other,Maths,100.0,94.6
11353,Student_11353,II,Male,Maths,78.8,82.8
4676,Student_4676,I,Female,Maths,76.1,76.6
1934,Student_1934,II,Female,Maths,87.6,80.4
1219,Student_1219,II,Female,Maths,81.7,100.0
5017,Student_5017,III,Male,Maths,80.7,82.0
6882,Student_6882,I,Female,Maths,100.0,98.2
13775,Student_13775,II,Female,Maths,90.3,95.1
9611,Student_9611,II,Male,Maths,80.7,75.8
9176,Student_9176,I,Male,Maths,77.5,84.7
7292,Student_7292,II,Other,Maths,81.8,82.2
8229,Student_8229,III,Male,Maths,77.5,81.5
9904,Student_9904,II,Other,Maths,73.0,84.0
8988,Student_8988,I,Female,Maths,76.0,76.0
11304,Student_11304,III,Other,Maths,86.7,86.0
2397,Student_2397,I,Female,Maths,88.9,77.2
11304,Student_11304,III,Other,Maths,86.7,86.0
14178,Student_14178,I,Female,Maths,79.6,79.2
3931,Student_3931,III,Male,Maths,100.0,80.4
9478,Student_9478,I,Other,Maths,90.5,85.5
14907,Student_14907,II,Male,Maths,69.2,76.7
2605,Student_2605,III,Other,Maths,92.6,100.0
9909,Student_9909,I,Other,Maths,63.7,77.4
4287,Student_4287,I,Other,Maths,92.3,91.4
14871,Student_14871,II,Female,Maths,96.3,100.0
7562,Student_7562,I,Male,Maths,50.2,79.9
2720,Student_2720,II,Male,Maths,94.2,100.0
9767,Student_9767,III,Other,Maths,84.4,87.5
10322,Student_10322,II,Other,Maths,95.6,75.2
11522,Student_11522,I,Female,Maths,100.0,94.4
8781,Student_8781,II,Male,Maths,85.3,78.8
9740,Student_9740,I,Male,Maths,85.7,86.5
295,Student_295,II,Female,Maths,72.7,88.3
5344,Student_5344,I,Male,Maths,93.6,80.1
9883,Student_9883,I,Male,Maths,68.7,77.9
12648,Student_12648,II,Other,Maths,75.9,76.9
12988,Student_12988,I,Female,Maths,94.6,93.4
14750,Student_14750,II,Female,Maths,73.2,82.7
12874,Student_12874,I,Other,Maths,69.6,90.2
13282,Student_13282,I,Female,Maths,100.0,98.6
1436,Student_1436,III,Female,Maths,72.8,80.7
10277,Student_10277,I,Other,Maths,82.3,100.0
13508,Student_13508,I,Male,Maths,99.8,100.0
7060,Student_7060,II,Other,Maths,71.0,89.1
1266,Student_1266,II,Other,Maths,97.8,84.8
7492,Student_7492,III,Female,Maths,83.7,76.9
13019,Student_13019,I,Female,Maths,100.0,78.7
14528,Student_14528,II,Male,Maths,94.4,82.9
9110,Student_9110,II,Other,Maths,80.7,85.4
8074,Student_8074,I,Female,Maths,70.8,89.4
11384,Student_11384,III,Other,Maths,77.1,81.0
2354,Student_2354,II,Other,Maths,80.7,91.9
10700,Student_10700,I,Female,Maths,92.6,84.6
8221,Student_8221,III,Female,Maths,100.0,100.0
9099,Student_9099,I,Female,Maths,96.6,100.0
11297,Student_11297,II,Other,Maths,81.4,82.9
7814,Student_7814,III,Other,Maths,100.0,91.7
14415,Student_14415,I,Female,Maths,70.1,83.8
12192,Student_12192,II,Female,Maths,95.0,80.1
10699,Student_10699,I,Other,Maths,83.6,85.3
11802,Student_11802,I,Male,Maths,83.3,87.6
9646,Student_9646,III,Male,Maths,86.4,88.7
13026,Student_13026,I,Other,Maths,74.3,85.4
3357,Student_3357,II,Female,Maths,87.8,87.8
9079,Student_9079,III,Other,Maths,92.9,81.4
7028,Student_7028,I,Male,Maths,68.7,83.1
11394,Student_11394,III,Other,Maths,100.0,100.0
13999,Student_13999,I,Male,Maths,88.6,85.7
13262,Student_13262,II,Other,Maths,72.3,81.3
3094,Student_3094,I,Male,Maths,96.9,88.1
5659,Student_5659,III,Male,Maths,85.5,83.8
3779,Student_3779,I,Other,Maths,99.0,92.6
11646,Student_11646,III,Other,Maths,87.4,79.0
4180,Student_4180,I,Male,Maths,100.0,99.8
14265,Student_14265,III,Other,Maths,99.1,92.6
12156,Student_12156,II,Other,Maths,100.0,95.5
11426,Student_11426,II,Female,Maths,98.4,86.4
1981,Student_1981,III,Female,Maths,83.5,83.3
3057,Student_3057,II,Other,Maths,86.3,97.3
3611,Student_3611,III,Other,Maths,79.9,78.4
985,Student_985,I,Male,Maths,79.6,76.6
5777,Student_5777,II,Other,Maths,78.1,86.1
3677,Student_3677,III,Male,Maths,100.0,100.0
8712,Student_8712,II,Male,Maths,66.5,80.2
8783,Student_8783,III,Male,Maths,100.0,92.0
960,Student_960,II,Female,Maths,76.0,88.2
8885,Student_8885,I,Female,Maths,96.4,100.0
5656,Student_5656,II,Male,Maths,91.9,86.7
2947,Student_2947,II,Other,Maths,100.0,95.3
7726,Student_7726,III,Other,Maths,81.0,85.8
527,Student_527,I,Other,Maths,87.8,78.7
3225,Student_3225,II,Other,Maths,91.1,84.0
1764,Student_1764,III,Female,Maths,64.4,78.9
5798,Student_5798,II,Other,Maths,95.4,87.3
9209,Student_9209,III,Male,Maths,100.0,100.0
5110,Student_5110,II,Other,Maths,93.7,84.5
6645,Student_6645,III,Male,Maths,78.2,78.2
2434,Student_2434,II,Male,Maths,80.2,76.7
5464,Student_5464,III,Other,Maths,79.5,82.7
584,Student_584,I,Female,Maths,100.0,75.6
8587,Student_8587,II,Other,Maths,67.3,76.7
13376,Student_13376,III,Female,Maths,81.7,88.7
12053,Student_12053,I,Female,Maths,94.4,80.6
13632,Student_13632,I,Male,Maths,67.7,75.0
1390,Student_1390,III,Other,Maths,78.9,77.1
11759,Student_11759,I,Female,Maths,85.4,86.4
8358,Student_8358,III,Female,Maths,87.0,96.8
2044,Student_2044,II,Female,Maths,99.9,100.0
13704,Student_13704,II,Other,Maths,79.7,75.9
13400,Student_13400,III,Female,Maths,100.0,96.4
10641,Student_10641,II,Female,Maths,98.1,91.6
6048,Student_6048,II,Female,Maths,100.0,100.0
12530,Student_12530,III,Female,Maths,85.1,76.2
6369,Student_6369,I,Other,Maths,65.0,82.2
1950,Student_1950,II,Male,Maths,100.0,100.0
7015,Student_7015,III,Female,Maths,95.0,84.3
9079,Student_9079,I,Other,Maths,92.9,81.4
635,Student_635,II,Female,Maths,69.1,76.6
6918,Student_6918,II,Female,Maths,64.2,80.2
3145,Student_3145,III,Other,Maths,64.9,78.2
10463,Student_10463,I,Female,Maths,87.9,75.6
553,Student_553,III,Female,Maths,100.0,82.5
5384,Student_5384,II,Male,Maths,95.8,100.0
3390,Student_3390,III,Female,Maths,100.0,94.3
2431,Student_2431,II,Other,Maths,89.5,83.0
10247,Student_10247,III,Male,Maths,76.4,83.2
895,Student_895,III,Male,Maths,77.4,75.8
11149,Student_11149,II,Male,Maths,92.6,87.6
1561,Student_1561,III,Female,Maths,73.2,76.5
13613,Student_13613,I,Other,Maths,89.0,90.3
10528,Student_10528,I,Other,Maths,58.6,80.1
307,Student_307,II,Other,Maths,99.7,96.6
7058,Student_7058,III,Female,Maths,90.5,93.5
4645,Student_4645,II,Other,Maths,94.3,85.1
8504,Student_8504,III,Male,Maths,83.6,91.7
11164,Student_11164,III,Female,Maths,68.4,82.6
12323,Student_12323,III,Male,Maths,91.6,87.2
13644,Student_13644,I,Other,Maths,72.9,82.3
12081,Student_12081,II,Male,Maths,79.7,82.2
2072,Student_2072,II,Male,Maths,98.4,90.9
6676,Student_6676,II,Other,Maths,83.2,91.2
6296,Student_6296,I,Other,Maths,100.0,100.0
1713,Student_1713,II,Male,Maths,77.1,78.1
9466,Student_9466,II,Male,Maths,100.0,95.7
5632,Student_5632,III,Other,Maths,86.4,93.1
12004,Student_12004,I,Male,Maths,82.9,79.5
10818,Student_10818,II,Male,Maths,86.1,77.7
9990,Student_9990,III,Female,Maths,95.1,80.9
13043,Student_13043,III,Male,Maths,85.3,76.6
4733,Student_4733,I,Female,Maths,75.1,77.4
14357,Student_14357,III,Other,Maths,74.9,83.7
3592,Student_3592,II,Female,Maths,85.5,90.6
12766,Student_12766,II,Female,Maths,93.7,84.0
13911,Student_13911,III,Female,Maths,84.4,79.4
10533,Student_10533,I,Male,Maths,94.4,95.0
4649,Student_4649,I,Male,Maths,100.0,100.0
12669,Student_12669,II,Female,Maths,92.2,96.0
2279,Student_2279,III,Male,Maths,86.1,89.0
8322,Student_8322,III,Other,Maths,79.3,80.9
3815,Student_3815,I,Other,Maths,100.0,87.8
5544,Student_5544,I,Other,Maths,86.6,76.2
7063,Student_7063,II,Female,Maths,100.0,90.9
3467,Student_3467,II,Other,Maths,88.5,80.4
5898,Student_5898,I,Male,Maths,87.1,80.4
7030,Student_7030,I,Other,Maths,97.2,100.0
6100,Student_6100,II,Female,Maths,87.1,87.6
10545,Student_10545,I,Male,Maths,67.5,78.4
3954,Student_3954,II,Female,Maths,87.3,82.4
10574,Student_10574,III,Other,Maths,84.3,84.0
9509,Student_9509,III,Male,Maths,65.1,75.8
6263,Student_6263,I,Other,Maths,97.5,84.5
12021,Student_12021,II,Female,Maths,85.1,95.2
