Adm_No,Name,Class,Gender,Subject,Marks,Percentage
14251,Student_14251,III,Male,Maths,78.8,68.9
11559,Student_11559,I,Female,Maths,48.7,45.1
12507,Student_12507,II,Other,Maths,58.7,76.1
12957,Student_12957,III,Other,Maths,44.2,35.9
1519,Student_1519,I,Male,Maths,77.0,72.5
14566,Student_14566,II,Female,Maths,95.5,100.0
6164,Student_6164,III,Female,Maths,77.7,92.4
2601,Student_2601,I,Male,Maths,88.5,72.5
13238,Student_13238,II,Other,Maths,90.2,93.5
2196,Student_2196,III,Female,Maths,28.8,44.7
12691,Student_12691,I,Female,Maths,68.3,77.2
12884,Student_12884,II,Female,Maths,64.1,64.9
3555,Student_3555,III,Male,Maths,94.3,90.3
10607,Student_10607,I,Female,Maths,57.2,72.6
13726,Student_13726,II,Other,Maths,37.7,41.8
2850,Student_2850,III,Female,Maths,82.1,71.4
13446,Student_13446,I,Other,Maths,60.8,62.2
1743,Student_1743,II,Female,Maths,72.8,61.6
1307,Student_1307,III,Female,Maths,78.3,79.1
3850,Student_3850,I,Female,Maths,49.6,37.8
12361,Student_12361,II,Male,Maths,52.7,65.9
12769,Student_12769,III,Female,Maths,57.3,53.9
7520,Student_7520,I,Male,Maths,58.2,44.3
12848,Student_12848,II,Other,Maths,47.2,67.7
13033,Student_13033,III,Other,Maths,89.8,85.5
13755,Student_13755,I,Male,Maths,47.7,46.1
4196,Student_4196,II,Female,Maths,84.4,88.9
5179,Student_5179,III,Male,Maths,34.9,40.9
2556,Student_2556,I,Other,Maths,66.8,78.8
2306,Student_2306,II,Other,Maths,76.1,67.0
12701,Student_12701,III,Other,Maths,73.7,64.2
7620,Student_7620,I,Male,Maths,50.7,54.9
9281,Student_9281,II,Female,Maths,71.4,63.2
2643,Student_2643,III,Male,Maths,88.2,91.4
9370,Student_9370,I,Female,Maths,72.5,72.8
14297,Student_14297,II,Female,Maths,27.3,21.9
6410,Student_6410,III,Male,Maths,76.3,77.1
13109,Student_13109,I,Male,Maths,61.7,64.6
4758,Student_4758,II,Male,Maths,61.7,59.3
2995,Student_2995,III,Male,Maths,85.0,76.8
8752,Student_8752,I,Female,Maths,71.5,72.4
11157,Student_11157,II,Other,Maths,80.5,72.3
1272,Student_1272,III,Female,Maths,82.1,71.2
1814,Student_1814,I,Male,Maths,85.1,78.4
11108,Student_11108,II,Female,Maths,43.2,34.2
8802,Student_8802,III,Male,Maths,76.2,66.7
2462,Student_2462,I,Male,Maths,74.8,71.5
4121,Student_4121,II,Female,Maths,80.4,78.2
6125,Student_6125,III,Male,Maths,86.0,83.4
8476,Student_8476,I,Other,Maths,43.5,36.8
13761,Student_13761,II,Other,Maths,74.2,57.1
11121,Student_11121,III,Male,Maths,44.3,64.4
4397,Student_4397,I,Male,Maths,100.0,87.9
9284,Student_9284,II,Female,Maths,48.0,76.6
13319,Student_13319,III,Other,Maths,26.2,27.2
817,Student_817,I,Male,Maths,62.3,71.5
7305,Student_7305,II,Female,Maths,50.8,48.9
7332,Student_7332,III,Female,Maths,50.6,51.6
83,Student_83,I,Female,Maths,83.6,83.0
1921,Student_1921,II,Male,Maths,69.7,66.8
7818,Student_7818,III,Female,Maths,60.5,45.2
11684,Student_11684,I,Male,Maths,23.3,33.5
11337,Student_11337,II,Male,Maths,62.7,63.7
2094,Student_2094,III,Other,Maths,38.9,49.3
12906,Student_12906,I,Other,Maths,41.6,45.7
7072,Student_7072,II,Other,Maths,55.4,66.2
7968,Student_7968,III,Other,Maths,54.0,25.3
14598,Student_14598,I,Other,Maths,24.2,37.1
8368,Student_8368,II,Other,Maths,86.7,74.5
5286,Student_5286,III,Male,Maths,51.7,49.1
10897,Student_10897,I,Male,Maths,59.9,68.1
4938,Student_4938,II,Male,Maths,44.5,39.3
370,Student_370,III,Male,Maths,71.9,75.5
1819,Student_1819,I,Other,Maths,86.6,91.6
2102,Student_2102,II,Female,Maths,39.5,41.2
12978,Student_12978,III,Other,Maths,47.1,60.0
3491,Student_3491,I,Male,Maths,37.5,40.6
1780,Student_1780,II,Female,Maths,62.1,70.1
7675,Student_7675,III,Female,Maths,59.6,57.3
1365,Student_1365,I,Other,Maths,67.1,77.4
7295,Student_7295,II,Other,Maths,83.3,70.5
13721,Student_13721,III,Female,Maths,61.9,58.4
12655,Student_12655,I,Female,Maths,55.5,48.4
11535,Student_11535,II,Other,Maths,76.6,86.7
12932,Student_12932,III,Other,Maths,36.4,36.3
3677,Student_3677,I,Male,Maths,100.0,100.0
2427,Student_2427,II,Male,Maths,33.1,52.3
8265,Student_8265,III,Male,Maths,100.0,95.6
8090,Student_8090,I,Female,Maths,65.1,63.1
2963,Student_2963,II,Other,Maths,64.2,53.8
13560,Student_13560,III,Female,Maths,81.1,79.4
860,Student_860,I,Other,Maths,67.8,71.9
12049,Student_12049,II,Other,Maths,88.5,68.7
4139,Student_4139,III,Male,Maths,63.9,75.0
2425,Student_2425,I,Female,Maths,12.0,29.3
9257,Student_9257,II,Other,Maths,79.4,89.9
10410,Student_10410,III,Female,Maths,62.9,50.9
4018,Student_4018,I,Other,Maths,25.3,46.5
10452,Student_10452,II,Male,Maths,37.1,43.2
13805,Student_13805,III,Other,Maths,51.3,49.5
11944,Student_11944,I,Other,Maths,85.6,84.2
10279,Student_10279,II,Male,Maths,61.9,47.8
8561,Student_8561,III,Other,Maths,85.4,89.8
10997,Student_10997,I,Female,Maths,59.7,51.1
8343,Student_8343,II,Male,Maths,42.0,66.3
1135,Student_1135,III,Female,Maths,61.9,68.0
13792,Student_13792,I,Male,Maths,68.4,46.3
13748,Student_13748,II,Male,Maths,70.4,73.3
5167,Student_5167,III,Male,Maths,60.5,72.3
5120,Student_5120,I,Other,Maths,53.3,37.5
5695,Student_5695,II,Male,Maths,38.4,51.8
10977,Student_10977,III,Male,Maths,53.1,27.0
6137,Student_6137,I,Other,Maths,47.9,60.3
5486,Student_5486,II,Male,Maths,33.0,35.2
4165,Student_4165,III,Other,Maths,100.0,95.6
2347,Student_2347,I,Female,Maths,38.0,53.5
5040,Student_5040,II,Other,Maths,53.7,58.4
4898,Student_4898,III,Female,Maths,68.9,56.6
14632,Student_14632,I,Female,Maths,92.2,79.5
10443,Student_10443,II,Male,Maths,60.2,63.4
8253,Student_8253,III,Female,Maths,58.6,59.9
5042,Student_5042,I,Male,Maths,65.6,72.5
11203,Student_11203,II,Other,Maths,90.0,66.2
3902,Student_3902,III,Other,Maths,0.0,34.8
1338,Student_1338,I,Male,Maths,23.6,37.7
1185,Student_1185,II,Male,Maths,72.5,74.0
4427,Student_4427,III,Female,Maths,47.7,37.8
1552,Student_1552,I,Female,Maths,26.0,50.0
12626,Student_12626,II,Other,Maths,42.8,49.8
1630,Student_1630,III,Male,Maths,100.0,100.0
9520,Student_9520,I,Other,Maths,63.9,66.5
1527,Student_1527,II,Female,Maths,56.3,54.9
9866,Student_9866,III,Male,Maths,87.5,83.4
1362,Student_1362,I,Male,Maths,54.6,69.4
9766,Student_9766,II,Other,Maths,61.5,50.8
10879,Student_10879,III,Other,Maths,89.0,86.6
4371,Student_4371,I,Other,Maths,54.9,67.6
5284,Student_5284,II,Other,Maths,80.0,75.0
7611,Student_7611,III,Male,Maths,49.6,51.9
10559,Student_10559,I,Female,Maths,54.4,57.9
14925,Student_14925,II,Other,Maths,57.9,48.7
14840,Student_14840,III,Female,Maths,46.0,34.8
11950,Student_11950,I,Female,Maths,21.3,35.4
10627,Student_10627,II,Other,Maths,52.4,55.8
1994,Student_1994,III,Male,Maths,52.6,56.9
870,Student_870,I,Female,Maths,86.5,69.4
1015,Student_1015,II,Male,Maths,66.5,57.7
10104,Student_10104,III,Female,Maths,44.2,45.8
603,Student_603,I,Female,Maths,66.7,69.4
12014,Student_12014,II,Male,Maths,80.3,78.6
14088,Student_14088,III,Other,Maths,65.1,67.5
691,Student_691,I,Male,Maths,49.5,59.0
8686,Student_8686,II,Female,Maths,48.5,59.6
490,Student_490,III,Other,Maths,73.7,61.1
6865,Student_6865,I,Female,Maths,93.5,81.1
7241,Student_7241,II,Female,Maths,44.2,38.2
10749,Student_10749,III,Female,Maths,58.3,60.7
12678,Student_12678,I,Female,Maths,22.0,39.6
7787,Student_7787,II,Other,Maths,84.7,79.6
8025,Student_8025,III,Other,Maths,62.4,74.0
295,Student_295,I,Female,Maths,72.7,88.3
5489,Student_5489,II,Male,Maths,50.5,43.6
4028,Student_4028,III,Other,Maths,60.2,77.6
11036,Student_11036,I,Female,Maths,71.2,77.2
2913,Student_2913,II,Male,Maths,93.4,81.3
9910,Student_9910,III,Female,Maths,94.2,79.8
10789,Student_10789,I,Male,Maths,69.3,69.2
4745,Student_4745,II,Female,Maths,100.0,100.0
1874,Student_1874,III,Female,Maths,41.8,20.3
12856,Student_12856,I,Male,Maths,72.0,77.4
3259,Student_3259,II,Male,Maths,84.0,66.2
2818,Student_2818,III,Female,Maths,10.2,20.8
8637,Student_8637,I,Other,Maths,76.0,81.1
3642,Student_3642,II,Other,Maths,69.4,76.6
4459,Student_4459,III,Other,Maths,40.9,38.8
14459,Student_14459,I,Male,Maths,72.6,65.1
5308,Student_5308,II,Female,Maths,51.8,45.8
8934,Student_8934,III,Other,Maths,31.4,41.7
2042,Student_2042,I,Female,Maths,73.9,89.8
680,Student_680,II,Male,Maths,49.0,59.6
10660,Student_10660,III,Male,Maths,46.4,43.2
11890,Student_11890,I,Female,Maths,59.6,63.2
5739,Student_5739,II,Male,Maths,95.4,94.8
5669,Student_5669,III,Female,Maths,59.1,59.5
9551,Student_9551,I,Female,Maths,77.1,80.3
14428,Student_14428,II,Male,Maths,21.2,39.2
7698,Student_7698,III,Female,Maths,90.5,77.1
8034,Student_8034,I,Other,Maths,67.2,57.8
63,Student_63,II,Other,Maths,76.1,77.4
7830,Student_7830,III,Other,Maths,43.0,33.4
10752,Student_10752,I,Female,Maths,95.4,91.1
13451,Student_13451,II,Female,Maths,56.7,39.5
11962,Student_11962,III,Female,Maths,46.1,63.7
7353,Student_7353,I,Other,Maths,70.2,73.3
13517,Student_13517,II,Other,Maths,45.9,46.1
6916,Student_6916,III,Female,Maths,62.4,52.9
12544,Student_12544,I,Female,Maths,73.2,69.9
8327,Student_8327,II,Other,Maths,65.5,76.9
3645,Student_3645,III,Female,Maths,85.1,68.6
4971,Student_4971,I,Other,Maths,87.2,93.2
13110,Student_13110,II,Female,Maths,57.9,75.7
10328,Student_10328,III,Other,Maths,87.9,86.0
8004,Student_8004,I,Female,Maths,99.6,100.0
3279,Student_3279,II,Other,Maths,50.4,67.8
7297,Student_7297,III,Male,Maths,53.5,57.1
9015,Student_9015,I,Female,Maths,46.8,46.0
3075,Student_3075,II,Male,Maths,88.8,88.9
13262,Student_13262,III,Other,Maths,72.3,81.3
11174,Student_11174,I,Female,Maths,58.2,48.0
14066,Student_14066,II,Female,Maths,77.1,45.8
8313,Student_8313,III,Other,Maths,78.8,68.4
7553,Student_7553,I,Other,Maths,69.8,72.5
1638,Student_1638,II,Male,Maths,81.5,82.5
13653,Student_13653,III,Male,Maths,86.2,90.6
5104,Student_5104,I,Male,Maths,75.1,88.6
9117,Student_9117,II,Other,Maths,68.4,62.6
645,Student_645,III,Other,Maths,8.4,21.6
2033,Student_2033,I,Female,Maths,28.8,43.7
2762,Student_2762,II,Other,Maths,53.3,61.4
2069,Student_2069,III,Male,Maths,33.6,44.7
242,Student_242,I,Male,Maths,14.4,28.6
14791,Student_14791,II,Female,Maths,37.3,31.0
2669,Student_2669,III,Other,Maths,35.8,28.7
14639,Student_14639,I,Male,Maths,66.5,66.1
13908,Student_13908,II,Female,Maths,56.4,67.6
803,Student_803,III,Other,Maths,41.1,47.0
5060,Student_5060,I,Female,Maths,55.2,37.4
12357,Student_12357,II,Male,Maths,58.5,66.8
13441,Student_13441,III,Female,Maths,26.3,20.5
196,Student_196,I,Other,Maths,82.8,93.0
2188,Student_2188,II,Female,Maths,100.0,86.0
11708,Student_11708,III,Other,Maths,93.6,86.5
2331,Student_2331,I,Female,Maths,54.0,49.1
10552,Student_10552,II,Male,Maths,82.6,76.9
4842,Student_4842,III,Male,Maths,66.8,74.7
3607,Student_3607,I,Other,Maths,70.7,80.6
13977,Student_13977,II,Other,Maths,90.8,96.0
8469,Student_8469,III,Male,Maths,75.3,88.2
61,Student_61,I,Other,Maths,69.7,65.1
11583,Student_11583,II,Female,Maths,31.5,45.6
10106,Student_10106,III,Female,Maths,65.4,53.0
14388,Student_14388,I,Male,Maths,98.5,91.4
3928,Student_3928,II,Male,Maths,76.5,65.0
6297,Student_6297,III,Male,Maths,75.3,66.2
14061,Student_14061,I,Male,Maths,63.0,56.8
13623,Student_13623,II,Other,Maths,55.2,50.3
14126,Student_14126,III,Other,Maths,57.9,45.7
2592,Student_2592,I,Female,Maths,64.1,64.4
8759,Student_8759,II,Other,Maths,87.6,78.6
12128,Student_12128,III,Female,Maths,41.8,78.6
9764,Student_9764,I,Female,Maths,92.6,92.4
12910,Student_12910,II,Other,Maths,77.6,69.1
6122,Student_6122,III,Female,Maths,88.0,80.6
1201,Student_1201,I,Other,Maths,80.8,75.9
12602,Student_12602,II,Male,Maths,93.0,86.3
2855,Student_2855,III,Other,Maths,53.3,44.1
11088,Student_11088,I,Other,Maths,92.7,86.5
14433,Student_14433,II,Female,Maths,98.6,82.8
7025,Student_7025,III,Other,Maths,81.8,79.6
9429,Student_9429,I,Female,Maths,50.1,65.6
6973,Student_6973,II,Male,Maths,80.7,74.8
137,Student_137,III,Male,Maths,72.8,81.6
1030,Student_1030,I,Male,Maths,72.4,62.6
10349,Student_10349,II,Other,Maths,70.3,81.9
2595,Student_2595,III,Female,Maths,100.0,100.0
7207,Student_7207,I,Other,Maths,65.9,73.9
662,Student_662,II,Other,Maths,52.7,53.4
2473,Student_2473,III,Other,Maths,91.5,97.0
10870,Student_10870,I,Other,Maths,87.9,82.3
10501,Student_10501,II,Male,Maths,55.9,55.2
87,Student_87,III,Male,Maths,74.3,61.3
10705,Student_10705,I,Other,Maths,81.5,61.9
6220,Student_6220,II,Other,Maths,71.4,67.9
14807,Student_14807,III,Other,Maths,67.6,64.1
8144,Student_8144,I,Other,Maths,70.1,62.8
14750,Student_14750,II,Female,Maths,73.2,82.7
6969,Student_6969,III,Female,Maths,79.1,81.0
11135,Student_11135,I,Other,Maths,83.0,87.8
2774,Student_2774,II,Male,Maths,41.6,64.7
10697,Student_10697,III,Female,Maths,35.3,38.9
13597,Student_13597,I,Other,Maths,67.3,78.9
11503,Student_11503,II,Female,Maths,64.6,72.2
1701,Student_1701,III,Other,Maths,54.8,56.9
11863,Student_11863,I,Other,Maths,70.3,79.1
2701,Student_2701,II,Male,Maths,63.2,49.9
6816,Student_6816,III,Male,Maths,47.1,44.7
11822,Student_11822,I,Other,Maths,26.2,36.8
12783,Student_12783,II,Female,Maths,86.7,73.8
1648,Student_1648,III,Other,Maths,88.8,95.9
6039,Student_6039,I,Female,Maths,60.0,62.5
5165,Student_5165,II,Female,Maths,78.3,71.1
5521,Student_5521,III,Female,Maths,52.9,61.7
11511,Student_11511,I,Male,Maths,88.0,73.3
3688,Student_3688,II,Male,Maths,73.0,76.6
597,Student_597,III,Male,Maths,51.2,51.6
4546,Student_4546,I,Other,Maths,100.0,98.1
8677,Student_8677,II,Male,Maths,37.0,35.2
8838,Student_8838,III,Other,Maths,62.1,63.6
14956,Student_14956,I,Female,Maths,25.2,30.7
11282,Student_11282,II,Other,Maths,100.0,98.1
13918,Student_13918,III,Female,Maths,34.6,41.9
4758,Student_4758,I,Male,Maths,61.7,59.3
13046,Student_13046,II,Other,Maths,17.7,25.8
4385,Student_4385,III,Female,Maths,76.4,76.6
8913,Student_8913,I,Female,Maths,87.6,90.7
4734,Student_4734,II,Male,Maths,68.2,61.4
14571,Student_14571,III,Male,Maths,76.1,69.7
14752,Student_14752,I,Other,Maths,89.4,94.7
7082,Student_7082,II,Other,Maths,86.0,91.1
8691,Student_8691,III,Female,Maths,42.5,52.9
7118,Student_7118,I,Other,Maths,78.0,69.1
4730,Student_4730,II,Male,Maths,63.8,53.0
1674,Student_1674,III,Other,Maths,70.5,66.4
14319,Student_14319,I,Other,Maths,63.2,74.0
11260,Student_11260,II,Male,Maths,56.9,47.8
8307,Student_8307,III,Male,Maths,67.1,57.8
11172,Student_11172,I,Other,Maths,77.4,64.8
12962,Student_12962,II,Female,Maths,46.5,76.5
9929,Student_9929,III,Female,Maths,54.2,46.2
13546,Student_13546,I,Other,Maths,82.2,73.5
11804,Student_11804,II,Female,Maths,53.6,60.9
7179,Student_7179,III,Female,Maths,66.0,60.2
10446,Student_10446,I,Male,Maths,21.4,36.5
2295,Student_2295,II,Male,Maths,22.8,35.6
3631,Student_3631,III,Male,Maths,96.2,89.6
147,Student_147,I,Male,Maths,93.3,84.5
14454,Student_14454,II,Female,Maths,70.3,64.7
12175,Student_12175,III,Male,Maths,79.6,84.0
3454,Student_3454,I,Other,Maths,39.1,46.0
4508,Student_4508,II,Male,Maths,61.6,58.8
5784,Student_5784,III,Other,Maths,74.5,52.5
7752,Student_7752,I,Male,Maths,72.3,67.8
10603,Student_10603,II,Male,Maths,57.1,55.4
5629,Student_5629,III,Male,Maths,67.3,79.2
8329,Student_8329,I,Male,Maths,61.5,39.8
3361,Student_3361,II,Female,Maths,73.7,61.2
3006,Student_3006,III,Female,Maths,41.4,36.2
3553,Student_3553,I,Other,Maths,87.3,68.6
19,Student_19,II,Male,Maths,38.7,59.2
2243,Student_2243,III,Male,Maths,81.6,72.0
14666,Student_14666,I,Other,Maths,56.4,42.5
14248,Student_14248,II,Other,Maths,27.1,36.7
6319,Student_6319,III,Male,Maths,57.5,60.3
5098,Student_5098,I,Other,Maths,81.2,75.6
8641,Student_8641,II,Male,Maths,82.6,73.0
1949,Student_1949,III,Male,Maths,71.1,76.4
9138,Student_9138,I,Male,Maths,61.1,54.1
13666,Student_13666,II,Male,Maths,75.9,85.9
5619,Student_5619,III,Male,Maths,44.0,36.5
4237,Student_4237,I,Male,Maths,60.2,77.7
6902,Student_6902,II,Female,Maths,33.6,45.0
1921,Student_1921,III,Male,Maths,69.7,66.8
11170,Student_11170,I,Female,Maths,55.1,51.5
4189,Student_4189,II,Other,Maths,77.3,80.3
12208,Student_12208,III,Male,Maths,100.0,100.0
239,Student_239,I,Other,Maths,51.8,63.7
205,Student_205,II,Male,Maths,45.8,59.9
10800,Student_10800,III,Female,Maths,39.2,35.7
5553,Student_5553,I,Male,Maths,100.0,86.5
12533,Student_12533,II,Male,Maths,70.0,80.4
4928,Student_4928,III,Other,Maths,80.7,80.1
11581,Student_11581,I,Female,Maths,90.3,75.8
11165,Student_11165,II,Other,Maths,43.7,38.2
4391,Student_4391,III,Female,Maths,86.3,72.3
2688,Student_2688,I,Female,Maths,66.9,81.3
4952,Student_4952,II,Male,Maths,64.9,69.8
6161,Student_6161,III,Male,Maths,91.3,92.3
12359,Student_12359,I,Other,Maths,41.7,52.9
5389,Student_5389,II,Other,Maths,44.0,43.2
9541,Student_9541,III,Other,Maths,94.2,87.1
12593,Student_12593,I,Male,Maths,76.7,68.4
5127,Student_5127,II,Female,Maths,65.2,72.1
13626,Student_13626,III,Other,Maths,63.4,62.2
817,Student_817,I,Male,Maths,62.3,71.5
13415,Student_13415,II,Male,Maths,50.9,55.5
9013,Student_9013,III,Female,Maths,70.0,58.8
193,Student_193,I,Female,Maths,71.1,80.1
1777,Student_1777,II,Female,Maths,54.1,54.2
3646,Student_3646,III,Male,Maths,86.3,89.5
12817,Student_12817,I,Other,Maths,100.0,100.0
6315,Student_6315,II,Male,Maths,62.2,46.4
8443,Student_8443,III,Male,Maths,61.0,62.6
1789,Student_1789,I,Female,Maths,77.4,71.6
7375,Student_7375,II,Female,Maths,85.3,87.6
14877,Student_14877,III,Other,Maths,51.3,42.7
3701,Student_3701,I,Male,Maths,91.2,76.3
14315,Student_14315,II,Other,Maths,88.6,74.6
10656,Student_10656,III,Male,Maths,40.6,40.0
13692,Student_13692,I,Female,Maths,36.8,26.5
9360,Student_9360,II,Female,Maths,89.8,91.3
14361,Student_14361,III,Female,Maths,57.0,64.9
3894,Student_3894,I,Female,Maths,81.0,81.6
6812,Student_6812,II,Male,Maths,73.8,73.3
9289,Student_9289,III,Other,Maths,100.0,100.0
2680,Student_2680,I,Other,Maths,42.1,43.3
10040,Student_10040,II,Male,Maths,92.3,88.3
3905,Student_3905,III,Female,Maths,43.1,36.1
7261,Student_7261,I,Other,Maths,49.7,37.7
505,Student_505,II,Male,Maths,59.9,61.2
9814,Student_9814,III,Female,Maths,47.4,51.2
14672,Student_14672,I,Female,Maths,58.9,42.8
10665,Student_10665,II,Male,Maths,83.9,82.0
10739,Student_10739,III,Female,Maths,77.1,69.2
9580,Student_9580,I,Female,Maths,67.2,56.8
11187,Student_11187,II,Female,Maths,56.3,58.5
6774,Student_6774,III,Female,Maths,33.6,43.4
3817,Student_3817,I,Female,Maths,91.2,89.4
13511,Student_13511,II,Other,Maths,67.6,59.4
718,Student_718,III,Other,Maths,60.8,74.7
11677,Student_11677,I,Male,Maths,62.6,77.3
4435,Student_4435,II,Female,Maths,80.9,79.6
659,Student_659,III,Female,Maths,75.0,64.3
5058,Student_5058,I,Other,Maths,52.8,56.5
4009,Student_4009,II,Other,Maths,58.5,57.7
12717,Student_12717,III,Male,Maths,74.1,62.3
4995,Student_4995,I,Other,Maths,67.0,63.0
4235,Student_4235,II,Other,Maths,72.1,63.9
3765,Student_3765,III,Other,Maths,81.0,89.8
11182,Student_11182,I,Female,Maths,40.4,49.2
4638,Student_4638,II,Female,Maths,31.1,32.5
2105,Student_2105,III,Male,Maths,89.8,92.2
9448,Student_9448,I,Other,Maths,79.7,87.7
6802,Student_6802,II,Male,Maths,22.3,32.1
10675,Student_10675,III,Female,Maths,24.6,29.2
8576,Student_8576,I,Male,Maths,97.8,87.2
2608,Student_2608,II,Male,Maths,91.2,86.1
8386,Student_8386,III,Male,Maths,28.0,43.2
12000,Student_12000,I,Other,Maths,36.8,48.5
3720,Student_3720,II,Male,Maths,52.0,58.2
2582,Student_2582,III,Other,Maths,61.0,71.8
2566,Student_2566,I,Other,Maths,56.7,51.4
2764,Student_2764,II,Other,Maths,64.0,56.2
10991,Student_10991,III,Female,Maths,64.2,71.8
6329,Student_6329,I,Female,Maths,69.2,77.2
5992,Student_5992,II,Other,Maths,44.9,41.1
10532,Student_10532,III,Male,Maths,41.2,49.0
3407,Student_3407,I,Male,Maths,97.0,99.4
8924,Student_8924,II,Male,Maths,91.8,72.2
14452,Student_14452,III,Other,Maths,44.8,39.0
11065,Student_11065,I,Other,Maths,73.8,74.3
11313,Student_11313,II,Female,Maths,75.6,68.5
4781,Student_4781,III,Male,Maths,65.6,68.4
4178,Student_4178,I,Other,Maths,55.1,49.6
6477,Student_6477,II,Male,Maths,62.3,62.4
2605,Student_2605,III,Other,Maths,92.6,100.0
8182,Student_8182,I,Female,Maths,100.0,95.2
2383,Student_2383,II,Female,Maths,57.9,52.0
532,Student_532,III,Male,Maths,77.9,92.2
6080,Student_6080,I,Other,Maths,83.9,69.4
12509,Student_12509,II,Female,Maths,33.7,22.5
635,Student_635,III,Female,Maths,69.1,76.6
9962,Student_9962,I,Other,Maths,66.3,69.0
11997,Student_11997,II,Female,Maths,70.8,72.0
10563,Student_10563,III,Female,Maths,35.3,27.7
14163,Student_14163,I,Male,Maths,56.3,55.1
3,Student_3,II,Female,Maths,84.8,89.6
14006,Student_14006,III,Female,Maths,53.0,74.2
8398,Student_8398,I,Other,Maths,66.7,58.0
5952,Student_5952,II,Male,Maths,70.7,80.8
12328,Student_12328,III,Female,Maths,52.1,48.8
14395,Student_14395,I,Female,Maths,48.0,57.1
10814,Student_10814,II,Other,Maths,41.6,55.9
12932,Student_12932,III,Other,Maths,36.4,36.3
5627,Student_5627,I,Female,Maths,49.5,54.8
7740,Student_7740,II,Other,Maths,85.9,78.7
6004,Student_6004,III,Male,Maths,49.9,45.9
2891,Student_2891,I,Female,Maths,19.7,28.5
11386,Student_11386,II,Male,Maths,82.4,76.1
10859,Student_10859,III,Female,Maths,67.2,61.1
6240,Student_6240,I,Other,Maths,95.2,74.0
8027,Student_8027,II,Male,Maths,89.9,93.4
3307,Student_3307,III,Male,Maths,43.8,55.8
898,Student_898,I,Male,Maths,38.1,55.7
9278,Student_9278,II,Other,Maths,72.6,56.7
9472,Student_9472,III,Other,Maths,64.5,54.2
14897,Student_14897,I,Female,Maths,89.3,89.4
14684,Student_14684,II,Female,Maths,46.5,48.1
671,Student_671,III,Female,Maths,99.8,83.6
7292,Student_7292,I,Other,Maths,81.8,82.2
1506,Student_1506,II,Other,Maths,100.0,90.9
6461,Student_6461,III,Female,Maths,96.8,90.4
11768,Student_11768,I,Male,Maths,52.4,45.5
13007,Student_13007,II,Other,Maths,18.3,26.8
5168,Student_5168,III,Other,Maths,50.8,57.3
10148,Student_10148,I,Male,Maths,95.7,83.2
5256,Student_5256,II,Other,Maths,78.2,83.0
250,Student_250,III,Female,Maths,53.7,59.2
6458,Student_6458,I,Other,Maths,98.4,86.0
1893,Student_1893,II,Male,Maths,53.7,54.2
3440,Student_3440,III,Male,Maths,74.4,85.8
10046,Student_10046,I,Other,Maths,24.2,34.2
2855,Student_2855,II,Other,Maths,53.3,44.1
9696,Student_9696,III,Male,Maths,38.4,35.2
11578,Student_11578,I,Female,Maths,53.7,62.0
11764,Student_11764,II,Female,Maths,46.9,57.0
3793,Student_3793,III,Female,Maths,90.6,87.5
11619,Student_11619,I,Female,Maths,43.3,48.5
14821,Student_14821,II,Other,Maths,39.6,44.9
5331,Student_5331,III,Other,Maths,48.6,35.5
7872,Student_7872,I,Female,Maths,68.4,75.9
8236,Student_8236,II,Male,Maths,100.0,75.2
3613,Student_3613,III,Female,Maths,89.2,84.6
2619,Student_2619,I,Other,Maths,84.4,75.0
4679,Student_4679,II,Female,Maths,34.3,31.8
3164,Student_3164,III,Female,Maths,46.1,49.3
9481,Student_9481,I,Female,Maths,100.0,94.8
2943,Student_2943,II,Other,Maths,43.7,42.5
8412,Student_8412,III,Female,Maths,46.6,61.6
1926,Student_1926,I,Female,Maths,33.9,37.3
2973,Student_2973,II,Female,Maths,28.4,41.5
11706,Student_11706,III,Other,Maths,82.3,76.6
10641,Student_10641,I,Female,Maths,98.1,91.6
11664,Student_11664,II,Female,Maths,66.5,60.4
10967,Student_10967,III,Other,Maths,58.2,58.0
991,Student_991,I,Male,Maths,71.0,66.4
11139,Student_11139,II,Male,Maths,88.5,89.7
1813,Student_1813,III,Male,Maths,83.7,68.9
13146,Student_13146,I,Female,Maths,100.0,89.0
8996,Student_8996,II,Female,Maths,67.8,81.4
490,Student_490,III,Other,Maths,73.7,61.1
11749,Student_11749,I,Female,Maths,83.5,89.3
5877,Student_5877,II,Female,Maths,10.9,24.1
9686,Student_9686,III,Male,Maths,62.9,64.0
3646,Student_3646,I,Male,Maths,86.3,89.5
7082,Student_7082,II,Other,Maths,86.0,91.1
2892,Student_2892,III,Other,Maths,59.4,86.6
9898,Student_9898,I,Other,Maths,91.6,95.3
3517,Student_3517,II,Male,Maths,68.2,86.7
3341,Student_3341,III,Male,Maths,90.9,88.7
6411,Student_6411,I,Male,Maths,37.9,54.1
54,Student_54,II,Other,Maths,95.8,88.4
2576,Student_2576,III,Female,Maths,76.9,77.3
11784,Student_11784,I,Other,Maths,84.4,99.9
616,Student_616,II,Female,Maths,48.1,39.5
13371,Student_13371,III,Female,Maths,50.9,64.1
5945,Student_5945,I,Male,Maths,80.3,77.5
7405,Student_7405,II,Other,Maths,70.4,69.6
955,Student_955,III,Female,Maths,44.6,50.4
10626,Student_10626,I,Male,Maths,33.7,35.0
1630,Student_1630,II,Male,Maths,100.0,100.0
